lab_id,n,PLD,length_mm,wet_wt_g,site_code.x,date,year,month,day,country,region,parent_site,reach,survey_lat,survey_long,temp_f,fishery_closure_start,fishery_closure_end,surveyDateJDays,ringFormation,embryo,fish_age,spawnDate
CA_23_07_22,86,88,25.5899,0.1338,CA,23/07/2021,2021,7,23,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,204,2,6,94,110
CA_23_07_23,84,92,21.4156,0.0854,CA,23/07/2021,2021,7,23,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,204,2,6,92,112
CA_23_07_24,80,88,18.7287,0.0493,CA,23/07/2021,2021,7,23,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,204,2,6,88,116
CA_23_07_25,82,83,24.5063,0.1357,CA,23/07/2021,2021,7,23,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,204,2,6,90,114
CA_23_08_03,78,63,30.302,0.269,CA,23/08/2021,2021,8,23,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,235,2,6,86,149
CA_23_08_04,96,75,30.021,0.271,CA,23/08/2021,2021,8,23,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,235,2,6,104,131
CA_23_08_05,84,68,31.769,0.349,CA,23/08/2021,2021,8,23,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,235,2,6,92,143
CA_23_08_06,84,71,31.236,0.301,CA,23/08/2021,2021,8,23,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,235,2,6,92,143
CA_23_08_07,94,76,35.699,0.619,CA,23/08/2021,2021,8,23,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,235,2,6,102,133
CA_23_08_10,94,102,39.447,0.559,CA,23/08/2021,2021,8,23,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,235,2,6,102,133
CA_23_08_12,92,79,32.798,0.384,CA,23/08/2021,2021,8,23,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,235,2,6,100,135
CA_25_08_02,80,68,32.535,0.365,CA,25/08/2021,2021,8,25,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,237,2,6,88,149
CA_25_08_04,92,84,28.082,0.221,CA,25/08/2021,2021,8,25,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,237,2,6,100,137
CA_25_08_05,93,101,37.176,0.543,CA,25/08/2021,2021,8,25,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,237,2,6,101,136
CA_25_08_07,112,76,51.307,1.262,CA,25/08/2021,2021,8,25,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,237,2,6,120,117
CA_25_08_08,88,67,31.044,0.317,CA,25/08/2021,2021,8,25,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,237,2,6,96,141
CA_25_08_10,88,96,33.556,0.397,CA,25/08/2021,2021,8,25,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,237,2,6,96,141
CA_25_08_11,96,81,28.314,0.202,CA,25/08/2021,2021,8,25,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,237,2,6,104,133
CA_25_08_13,76,63,26.498,0.17,CA,25/08/2021,2021,8,25,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,237,2,6,84,153
CA_25_08_14,120,94,38.751,0.619,CA,25/08/2021,2021,8,25,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,237,2,6,128,109
CA_25_08_15,85,69,30.728,0.319,CA,25/08/2021,2021,8,25,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,237,2,6,93,144
CA_25_08_16,102,75,35.796,0.698,CA,25/08/2021,2021,8,25,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,237,2,6,110,127
CA_25_08_19,82,61,32.309,0.315,CA,25/08/2021,2021,8,25,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,237,2,6,90,147
CA_25_08_24,112,87,37.353,0.588,CA,25/08/2021,2021,8,25,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,237,2,6,120,117
CA_25_08_25,76,84,31.191,0.322,CA,25/08/2021,2021,8,25,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,237,2,6,84,153
CA_25_08_29,84,75,32.054,0.312,CA,25/08/2021,2021,8,25,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,237,2,6,92,145
PO_02_09_01,92,100,43.564,0.891,PO,02/09/2021,2021,9,2,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,245,2,6,100,145
PO_02_09_02,115,75,35.264,0.444,PO,02/09/2021,2021,9,2,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,245,2,6,123,122
PO_14_07_01,68,76,20.6692,0.0594,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,76,119
PO_14_07_04,68,76,21.198,0.071,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,76,119
PO_14_07_05,70,78,21.191,0.0858,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,78,117
PO_14_07_06,78,86,20.517,0.0584,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,86,109
PO_14_07_07,62,70,20.059,0.0619,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,70,125
PO_14_07_08,68,76,17.725,0.0382,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,76,119
PO_14_07_09,70,78,18.692,0.0367,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,78,117
PO_14_07_11,64,72,20.093,0.0617,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,72,123
PO_14_07_13,81,89,20.728,0.0555,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,89,106
PO_14_07_16,66,74,19.457,0.0473,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,74,121
PO_14_07_17,69,77,19.595,0.0452,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,77,118
PO_14_07_18,74,82,21.438,0.0701,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,82,113
PO_14_07_19,70,78,20.976,0.0615,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,78,117
PO_14_07_21,58,66,19.227,0.0447,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,66,129
PO_14_07_23,68,76,19.107,0.0451,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,76,119
PO_14_07_24,65,73,18.359,0.0347,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,73,122
PO_14_07_26,73,81,19.69,0.053,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,81,114
PO_14_07_27,70,64,20.065,0.0421,PO,14/07/2021,2021,7,14,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,195,2,6,78,117
PO_18_08_01,76,84,28.051,0.242,PO,18/08/2021,2021,8,18,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,230,2,6,84,146
PO_18_08_03,62,70,25.739,0.166,PO,18/08/2021,2021,8,18,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,230,2,6,70,160
PO_18_08_04,77,85,19.846,0.068,PO,18/08/2021,2021,8,18,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,230,2,6,85,145
PO_18_08_05,79,87,20.34,0.073,PO,18/08/2021,2021,8,18,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,230,2,6,87,143
PO_18_08_06,81,89,23.792,0.125,PO,18/08/2021,2021,8,18,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,230,2,6,89,141
PO_18_08_07,76,84,23.299,0.116,PO,18/08/2021,2021,8,18,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,230,2,6,84,146
PO_18_08_08,80,78,24.569,0.148,PO,18/08/2021,2021,8,18,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,230,2,6,88,142
PO_18_08_10,69,69,22.539,0.097,PO,18/08/2021,2021,8,18,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,230,2,6,77,153
PO_18_08_11,50,47,21.977,0.106,PO,18/08/2021,2021,8,18,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,230,2,6,58,172
PO_18_08_12,43,51,17.052,0.047,PO,18/08/2021,2021,8,18,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,230,2,6,51,179
PO_27_07_05,90,75,35.951,0.518,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,98,110
PO_27_07_06,94,84,25.236,0.182,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,102,106
PO_27_07_10,84,74,26.579,0.247,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,92,116
PO_27_07_12,86,82,26.758,0.281,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,94,114
PO_27_07_13,82,82,24.899,0.154,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,90,118
PO_27_07_14,70,70,23.587,0.131,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,78,130
PO_27_07_15,81,82,24.555,0.191,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,89,119
PO_27_07_16,57,65,20.704,0.081,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,65,143
PO_27_07_17,84,86,23.226,0.147,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,92,116
PO_27_07_18,84,84,23.215,0.145,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,92,116
PO_27_07_19,70,67,25.211,0.174,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,78,130
PO_27_07_20,70,78,30.257,0.352,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,78,130
PO_27_07_21,68,76,35.104,0.521,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,76,132
PO_27_07_22,68,67,22.762,0.118,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,76,132
PO_27_07_23,94,74,45.431,1.394,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,102,106
PO_27_07_27,74,82,23.129,0.199,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,82,126
PO_27_07_28,76,77,21.283,0.087,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,84,124
PO_27_07_30,94,87,43.066,0.838,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,102,106
PO_27_07_32,100,88,24.67,0.154,PO,27/07/2021,2021,7,27,Wales,N.Wales,Dwyryd,NA,52.92044,-4.083925,NA,01/02/2021,01/04/2021,208,2,6,108,100
80,116,69,65.3,2.79127,TM,21/07/2020,2023,7,21,England,Cornwall,Tamar,NA,50.429524,-4.21562,62.6,01/02/2021,01/04/2021,201,2,6,124,77
81,117,82,50,1.07125,TM,21/07/2020,2023,7,21,England,Cornwall,Tamar,NA,50.429524,-4.21562,62.6,01/02/2021,01/04/2021,201,2,6,125,76
83,109,62,54.8,1.26793,TM,21/07/2020,2023,7,21,England,Cornwall,Tamar,NA,50.429524,-4.21562,62.6,01/02/2021,01/04/2021,201,2,6,117,84
84,117,67,57.8,1.70939,TM,21/07/2020,2023,7,21,England,Cornwall,Tamar,NA,50.429524,-4.21562,62.6,01/02/2021,01/04/2021,201,2,6,125,76
86,92,54,50.9,1.21586,TM,21/07/2020,2023,7,21,England,Cornwall,Tamar,NA,50.429524,-4.21562,62.6,01/02/2021,01/04/2021,201,2,6,100,101
87,92,58,45.9,0.83065,TM,21/07/2020,2023,7,21,England,Cornwall,Tamar,NA,50.429524,-4.21562,62.6,01/02/2021,01/04/2021,201,2,6,100,101
89,133,74,82.2,4.92425,TM,14/08/2020,2023,8,14,England,Cornwall,Tamar,NA,50.46481,-4.226536,65.66,01/02/2021,01/04/2021,232,2,6,141,91
93,118,64,74.3,4.16725,TM,15/08/2020,2023,8,15,England,Cornwall,Tamar,NA,50.467881,-4.236664,65.84,01/02/2021,01/04/2021,232,2,6,126,106
94,130,77,80,4.69235,TM,15/08/2020,2023,8,15,England,Cornwall,Tamar,NA,50.467881,-4.236664,65.84,01/02/2021,01/04/2021,232,2,6,138,94
99,113,65,56.4,1.67137,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,121,142
100,97,50,62.1,2.02486,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,105,158
101,143,69,100.6,9.46537,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,151,112
102,141,62,87,6.85301,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,149,114
103,116,51,64.8,2.50223,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,124,139
104,98,47,57.7,1.68869,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,106,157
105,154,75,88.9,7.621576,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,162,101
106,139,60,96.1,8.41373,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,147,116
107,121,56,65.6,2.37062,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,129,134
109,117,52,76.9,3.74509,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,125,138
113,109,63,53.3,2.13715,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,117,146
114,108,58,59.5,1.87931,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,116,147
115,126,59,93.7,7.90925,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,134,129
116,149,66,87,6.1256,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,157,106
117,120,61,72.6,3.41245,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,128,135
120,114,65,62.1,2.01966,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,122,141
121,105,46,69,2.74836,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,113,150
123,114,61,68.5,2.65167,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,122,141
124,98,57,50.2,1.00091,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,106,157
125,119,53,72,3.06972,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,127,136
126,131,59,87,6.46151,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,139,124
127,100,58,51.4,1.22031,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,108,155
128,108,52,64.8,2.64775,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,116,147
129,101,63,48.2,1.0997,FO,07/09/2020,2023,9,7,England,Cornwall,Fowey,NA,50.381708,-4.651392,68.72,01/02/2021,01/04/2021,263,2,6,109,154
161,136,61,101,10.48507,TM,15/09/2020,2023,9,15,England,Cornwall,Tamar,NA,50.429883,-4.215605,67.64,01/02/2021,01/04/2021,263,2,6,144,119
168,164,72,104.8,11.46297,TM,15/09/2020,2023,9,15,England,Cornwall,Tamar,NA,50.429883,-4.215605,67.64,01/02/2021,01/04/2021,263,2,6,172,91
177,140,58,102.4,10.92795,TM,15/09/2020,2023,9,15,England,Cornwall,Tamar,NA,50.429883,-4.215605,67.64,01/02/2021,01/04/2021,263,2,6,148,115
182,158,76,94.3,8.35455,TM,15/09/2020,2023,9,15,England,Cornwall,Tamar,NA,50.429883,-4.215605,67.64,01/02/2021,01/04/2021,263,2,6,166,97
186,148,55,97.6,9.8339,TM,15/09/2020,2023,9,15,England,Cornwall,Tamar,NA,50.429883,-4.215605,67.64,01/02/2021,01/04/2021,263,2,6,156,107
187,168,76,103.1,11.26858,TM,15/09/2020,2023,9,15,England,Cornwall,Tamar,NA,50.429883,-4.215605,67.64,01/02/2021,01/04/2021,263,2,6,176,87
189,155,74,89,6.39636,TM,15/09/2020,2023,9,15,England,Cornwall,Tamar,NA,50.429883,-4.215605,67.64,01/02/2021,01/04/2021,263,2,6,163,100
191,146,66,102.3,10.64828,TM,15/09/2020,2023,9,15,England,Cornwall,Tamar,NA,50.429883,-4.215605,67.64,01/02/2021,01/04/2021,263,2,6,154,109
192,169,80,104.4,11.84118,TM,15/09/2020,2023,9,15,England,Cornwall,Tamar,NA,50.429883,-4.215605,67.64,01/02/2021,01/04/2021,263,2,6,177,86
193,153,67,92.5,7.89288,TM,15/09/2020,2023,9,15,England,Cornwall,Tamar,NA,50.429883,-4.215605,67.64,01/02/2021,01/04/2021,263,2,6,161,102
194,140,57,101.7,10.10128,TM,15/09/2020,2023,9,15,England,Cornwall,Tamar,NA,50.429883,-4.215605,67.64,01/02/2021,01/04/2021,263,2,6,148,115
485,128,70,79.3,4.55,HE,13/09/2020,2023,9,13,England,Cornwall,Helford,NA,50.11258,-5.163633,66.92,01/02/2021,01/04/2021,263,2,6,136,127
487,165,87,116.5,15.143,HE,13/09/2020,2023,9,13,England,Cornwall,Helford,NA,50.11258,-5.163633,66.92,01/02/2021,01/04/2021,263,2,6,173,90
488,171,83,113.3,13.987,HE,13/09/2020,2023,9,13,England,Cornwall,Helford,NA,50.11258,-5.163633,66.92,01/02/2021,01/04/2021,263,2,6,179,84
489,159,82,108.7,14.227,HE,13/09/2020,2023,9,13,England,Cornwall,Helford,NA,50.11258,-5.163633,66.92,01/02/2021,01/04/2021,263,2,6,167,96
490,127,60,85.1,5.487,HE,13/09/2020,2023,9,13,England,Cornwall,Helford,NA,50.11258,-5.163633,66.92,01/02/2021,01/04/2021,263,2,6,135,128
491,128,74,62,2.238,HE,13/09/2020,2023,9,13,England,Cornwall,Helford,NA,50.11258,-5.163633,66.92,01/02/2021,01/04/2021,263,2,6,136,127
492,142,80,120.2,19.275,HE,13/09/2020,2023,9,13,England,Cornwall,Helford,NA,50.11258,-5.163633,66.92,01/02/2021,01/04/2021,263,2,6,150,113
493,156,73,101.9,10.673,HE,13/09/2020,2023,9,13,England,Cornwall,Helford,NA,50.11258,-5.163633,66.92,01/02/2021,01/04/2021,263,2,6,164,99
494,145,72,101.9,10.381,HE,13/09/2020,2023,9,13,England,Cornwall,Helford,NA,50.11258,-5.163633,66.92,01/02/2021,01/04/2021,263,2,6,153,110
B01,121,59,98.7,11.185,FA,15/09/2020,2023,9,15,England,Cornwall,Fal,NA,50.209706,-5.067084,67.64,01/02/2021,01/04/2021,263,2,6,129,134
B02,131,63,81.5,6.01,FA,15/09/2020,2023,9,15,England,Cornwall,Fal,NA,50.209706,-5.067084,67.64,01/02/2021,01/04/2021,263,2,6,139,124
B03,141,63,75.3,4.448,FA,15/09/2020,2023,9,15,England,Cornwall,Fal,NA,50.209706,-5.067084,67.64,01/02/2021,01/04/2021,263,2,6,149,114
B04,131,71,63.7,2.467,FA,15/09/2020,2023,9,15,England,Cornwall,Fal,NA,50.209706,-5.067084,67.64,01/02/2021,01/04/2021,263,2,6,139,124
B05,139,92,67.6,2.973,FA,15/09/2020,2023,9,15,England,Cornwall,Fal,NA,50.209706,-5.067084,67.64,01/02/2021,01/04/2021,263,2,6,147,116
