lab_id,n,PLD,length_mm,wet_wt_g,site_code.x,date,year,month,day,country,region,parent_site,reach,survey_lat,survey_long,temp_f,fishery_closure_start,fishery_closure_end,surveyDateJDays,ringFormation,embryo,fish_age,spawnDate
FRA_LEG_011,144.5,55.5,62,1.58,FRA_LEG,29/10/2020,2020,10,29,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,303,2,6,152.5,150.5
FRA_LEG_012,168.5,65,79,3.22,FRA_LEG,29/10/2020,2020,10,29,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,303,2,6,176.5,126.5
FRA_LEG_013,135.5,59,65,1.89,FRA_LEG,29/10/2020,2020,10,29,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,303,2,6,143.5,159.5
FRA_LEG_014,146.5,70.5,74,2.52,FRA_LEG,29/10/2020,2020,10,29,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,303,2,6,154.5,148.5
FRA_LEG_015,165,74.5,98,6.44,FRA_LEG,29/10/2020,2020,10,29,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,303,2,6,173,130
FRA_LEG_016,148.5,67,67,2,FRA_LEG,29/10/2020,2020,10,29,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,303,2,6,156.5,146.5
FRA_LEG_018,148.5,62.5,55,1.12,FRA_LEG,29/10/2020,2020,10,29,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,303,2,6,156.5,146.5
FRA_LEG_019,148.5,70.5,61,1.37,FRA_LEG,29/10/2020,2020,10,29,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,303,2,6,156.5,146.5
FRA_LEG_020,156,59.5,53,0.95,FRA_LEG,29/10/2020,2020,10,29,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,303,2,6,164,139
FRA_ORN_002,158.5,60.5,115,10.46,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,166.5,113.5
FRA_ORN_004,191.5,81,93,6.49,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,199.5,80.5
FRA_ORN_006,151.5,69,98,7.11,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,159.5,120.5
FRA_ORN_007,167,54,97,6.96,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,175,105
FRA_ORN_009,147.5,49.5,85,4.26,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,155.5,124.5
FRA_ORN_010,174.5,79,118,12.06,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,182.5,97.5
FRA_ORN_012,191,70.5,86,5.01,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,199,81
FRA_ORN_013,220,83.5,85,5.51,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,228,52
FRA_ORN_014,150.5,72.5,76,3.57,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,158.5,121.5
FRA_ORN_015,185.5,73,83,4.24,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,193.5,86.5
FRA_ORN_018,184.5,72,75,2.36,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,192.5,87.5
FRA_ORN_020,190,70,81,3.89,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,198,82
FRA_ORN_021,238,85,83,4.33,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,246,34
FRA_ORN_022,148.5,50.5,81,3.78,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,156.5,123.5
FRA_ORN_025,150.5,51,70,2.52,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,158.5,121.5
FRA_ORN_026,192.5,93,79,4.11,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,200.5,79.5
FRA_ORN_027,175.5,85.5,77,3.82,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,183.5,96.5
FRA_ORN_028,181.5,47.5,80,3.77,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,189.5,90.5
FRA_ORN_029,185,92.5,76,3.07,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,193,87
FRA_ORN_032,168.5,69,69,2.5,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,176.5,103.5
FRA_ORN_033,131.5,48,74,2.39,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,139.5,140.5
FRA_ORN_034,180.5,78,79,3.19,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,188.5,91.5
FRA_ORN_035,160.5,60,95,4.97,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,168.5,111.5
FRA_ORN_036,172,79.5,80,3.79,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,180,100
FRA_ORN_037,177.5,99,68,2.46,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,185.5,94.5
FRA_ORN_038,159.5,61,69,2.77,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,167.5,112.5
FRA_ORN_039,191.5,85.5,82,5.09,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,199.5,80.5
FRA_ORN_040,154.5,47,68,2.82,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,162.5,117.5
FRA_ORN_042,153.5,73.5,71,2.48,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,161.5,118.5
FRA_ORN_044,182,90,62,1.95,FRA_ORN,06/10/2020,2020,10,6,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,280,2,6,190,90
FRA_SOM_001,178,66.5,72,3.2,FRA_SOM,06/10/2020,2020,10,6,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,280,2,6,186,94
FRA_SOM_002,188.5,95,106,10.6,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,196.5,78.5
FRA_SOM_004,156.5,81.5,81,4.23,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,164.5,110.5
FRA_SOM_006,144.5,75,93,7.29,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,152.5,122.5
FRA_SOM_007,147.5,78,69,2.83,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,155.5,119.5
FRA_SOM_009,162.5,77,109,11.75,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,170.5,104.5
FRA_SOM_010,169,93.5,91,6.45,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,177,98
FRA_SOM_011,156,76.5,79,4.04,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,164,111
FRA_SOM_012,149.5,70,80,3.82,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,157.5,117.5
FRA_SOM_013,144.5,73,87,5.18,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,152.5,122.5
FRA_SOM_014,134.5,58.5,73,3.05,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,142.5,132.5
FRA_SOM_015,184,104.5,84,4.83,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,192,83
FRA_SOM_016,161.5,81.5,87,4.96,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,169.5,105.5
FRA_SOM_017,170.5,92,96,7.15,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,178.5,96.5
FRA_SOM_018,158.5,85.5,76,3.53,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,166.5,108.5
FRA_SOM_019,183,97,103,9.04,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,191,84
FRA_SOM_020,182.5,95.5,93,7.05,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,190.5,84.5
FRA_SOM_021,156.5,82.5,78,3.86,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,164.5,110.5
FRA_SOM_022,151.5,62,92,6.1,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,159.5,115.5
FRA_SOM_023,133,59.5,74,2.79,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,141,134
FRA_SOM_024,144.5,62,88,4.71,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,152.5,122.5
FRA_SOM_025,128,63.5,67,2.25,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,136,139
FRA_SOM_029,147.5,79.5,81,3.5,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,155.5,119.5
FRA_SOM_031,132.5,68,62,1.69,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,140.5,134.5
FRA_SOM_046,172,84.5,104,9.48,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,180,95
FRA_SOM_048,132.5,73,96,7.55,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,140.5,134.5
FRA_SOM_049,165,68,110,11.62,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,173,102
FRA_SOM_051,175.5,82,108,10.72,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,183.5,91.5
FRA_SOM_052,202.5,99.5,109,10.79,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,210.5,64.5
FRA_SOM_053,187,102.5,100,7.99,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,195,80
FRA_SOM_054,162.5,68,105,10.24,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,170.5,104.5
FRA_SOM_055,180,75.5,116,14.09,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,188,87
FRA_SOM_056,165,77.5,100,8.62,FRA_SOM,01/10/2020,2020,10,1,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,275,2,6,173,102
FRA_BDM_213,186.5,86.5,117,9.195,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,194.5,85.5
FRA_BDM_214,157.5,72,94,6.474,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,165.5,114.5
FRA_BDM_215,170,78,96,6.339,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,178,102
FRA_BDM_217,180.5,76,106,8.942,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,188.5,91.5
FRA_BDM_219,179.5,84.5,105,8.699,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,187.5,92.5
FRA_BDM_221,176,71,98,6.67,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,184,96
FRA_BDM_222,173.5,66,105,8.147,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,181.5,98.5
FRA_BDM_225,169.5,73.5,103,7.819,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,177.5,102.5
FRA_BDM_226,147,61.5,95,6.241,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,155,125
FRA_BDM_229,172.5,75,114,8.495,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,180.5,99.5
FRA_BDM_230,178,83,98,6.762,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,186,94
FRA_BDM_231,174,77.5,99,6.774,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,182,98
FRA_BDM_232,154.5,57,99,6.654,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,162.5,117.5
FRA_BDM_234,188,74,118,8.072,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,196,84
FRA_BDM_235,156.5,75.5,95,6.592,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,164.5,115.5
FRA_BDM_236,151.5,68.5,85,4.193,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,159.5,120.5
FRA_BDM_237,157.5,72,95,5.81,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,165.5,114.5
FRA_BDM_238,151,58,82,3.77,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,159,121
FRA_BDM_239,159.5,75.5,94,5.22,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,167.5,112.5
FRA_BDM_240,167.5,77,82,4.05,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,175.5,104.5
FRA_BDM_241,167.5,65,94,6.153,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,175.5,104.5
FRA_BDM_242,170.5,69,93,5.107,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,178.5,101.5
FRA_BDM_243,159.5,67,83,4.484,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,167.5,112.5
FRA_BDM_244,177,86.5,84,3.985,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,185,95
FRA_BDM_246,162.5,67,83,4.339,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,170.5,109.5
FRA_BDM_247,176.5,70,102,7.96,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,184.5,95.5
FRA_BDM_248,184.5,91,94,5.873,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,192.5,87.5
FRA_BDM_250,161.5,65.5,96,6.21,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,169.5,110.5
FRA_BDM_251,174.5,76.5,119,9.37,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,182.5,97.5
FRA_BDM_252,144,67.5,88,4.324,FRA_BDM,07/10/2021,2021,10,7,France,NA,Mont St_Michel,NA,48.67109,-1.524965,NA,01/02/2021,01/04/2021,280,2,6,152,128
FRA_LEG_061,161,77,82,3.458,FRA_LEG,06/11/2021,2021,11,6,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,310,2,6,169,141
FRA_LEG_062,168.5,76.5,83,3.734,FRA_LEG,06/11/2021,2021,11,6,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,310,2,6,176.5,133.5
FRA_LEG_063,188.5,81,92,5.22,FRA_LEG,06/11/2021,2021,11,6,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,310,2,6,196.5,113.5
FRA_LEG_064,161,76,91,5.144,FRA_LEG,06/11/2021,2021,11,6,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,310,2,6,169,141
FRA_LEG_065,126.5,63.5,80,3.467,FRA_LEG,06/11/2021,2021,11,6,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,310,2,6,134.5,175.5
FRA_LEG_066,135,59,90,4.693,FRA_LEG,06/11/2021,2021,11,6,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,310,2,6,143,167
FRA_LEG_067,162,77,90,5.006,FRA_LEG,06/11/2021,2021,11,6,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,310,2,6,170,140
FRA_LEG_068,139.5,64,75,2.811,FRA_LEG,06/11/2021,2021,11,6,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,310,2,6,147.5,162.5
FRA_LEG_069,140.5,71.5,82,3.898,FRA_LEG,06/11/2021,2021,11,6,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,310,2,6,148.5,161.5
FRA_LEG_070,152,78,73,2.271,FRA_LEG,06/11/2021,2021,11,6,France,NA,Leguer,NA,48.739521,-3.584688,NA,01/02/2021,01/04/2021,310,2,6,160,150
FRA_ORN_124,180,75,65,2.033,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,188,82
FRA_ORN_125,166.5,82.5,59,1.55,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,174.5,95.5
FRA_ORN_126,141,56.5,59,1.647,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,149,121
FRA_ORN_128,149,70,63,1.893,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,157,113
FRA_ORN_129,183,95,66,2.127,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,191,79
FRA_ORN_130,164.5,68.5,70,2.558,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,172.5,97.5
FRA_ORN_131,151,68,64,2.185,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,159,111
FRA_ORN_132,161,89.5,65,2.046,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,169,101
FRA_ORN_133,155.5,76.5,64,2.048,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,163.5,106.5
FRA_ORN_134,155.5,76,58,1.549,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,163.5,106.5
FRA_ORN_135,127,51.5,57,1.512,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,135,135
FRA_ORN_138,152,74,65,2.095,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,160,110
FRA_ORN_139,150.5,62,63,1.767,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,158.5,111.5
FRA_ORN_141,149.5,64,56,1.616,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,157.5,112.5
FRA_ORN_142,123,47.5,60,1.493,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,131,139
FRA_ORN_143,107,41.5,53,1.18,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,115,155
FRA_ORN_144,124,61.5,61,1.637,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,132,138
FRA_ORN_145,143,71.5,56,1.36,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,151,119
FRA_ORN_146,170.5,78,65,2.208,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,178.5,91.5
FRA_ORN_147,152,70,61,1.553,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,160,110
FRA_ORN_150,146,72.5,65,1.921,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,154,116
FRA_ORN_152,153,65.5,55,1.22,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,161,109
FRA_ORN_154,158,85,65,2.144,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,166,104
FRA_ORN_155,124.5,51,66,2.197,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,132.5,137.5
FRA_ORN_156,145.5,65.5,61,1.598,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,153.5,116.5
FRA_ORN_158,118.5,55,52,1.005,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,126.5,143.5
FRA_ORN_159,131,67,64,1.835,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,139,131
FRA_ORN_160,185.5,72,64,1.797,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,193.5,76.5
FRA_ORN_161,164.5,69.5,72,2.888,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,172.5,97.5
